x y flag
4.582701163473822 3.0157575577038127 False
3.591454627387801 2.2121959123092383 True
0.4007559146547385 3.079188812926214 False
2.560320105114956 1.8551541871097155 False
1.0797237740922911 2.2295410710124135 True
1.6026805307884469 0.9344967515106362 True
3.0046484631945845 0.0728502983176671 True
4.514625030851077 1.7394253823402528 False
3.7409884679751904 3.3627854300458915 True
4.588153217588189 2.8745391524216335 False
0.9252824091868644 4.26954427497993 False
2.2247152710555014 4.797563993692438 True
0.7734772928780626 2.725497189989028 False
4.124166036581397 1.2472194078891579 False
1.0590548260492971 0.9848234761056629 True
2.4847364888431684 3.738434127046459 False
2.9300172812491407 3.5635602398700716 False
2.842955611236727 0.050816882079588455 True
3.203128233965498 2.2546605334478493 True
1.6917930284353089 2.8982160529314136 True
3.6624201483677514 3.2550744082162835 True
2.108801536434971 3.9293043375426553 False
3.0228416450261184 3.8070072091000693 True
4.201640474091941 4.147858334415337 False
2.657139463523075 3.889574598286229 False
2.7735034553853817 3.44709160424028 False
1.2921259512739869 0.7760637952497607 True
0.9588066119704597 4.264489933010094 False
4.436831689469106 1.6584795518544226 False
0.5491385135908416 0.3729569203767469 False
3.8166743066744897 4.502277054585898 True
2.8781154496640093 1.8067841998228595 False
4.651472262447128 4.832442455410632 False
4.802094430653321 4.440157031006783 False
4.700634221071423 1.2499825908796063 False
4.940482391968324 4.160056801434251 False
2.8664308194806827 0.5298556438081847 True
3.564058897137996 3.825235628813058 True
1.2680422748174491 0.24538763322146995 True
0.060153025041889685 2.916113944957335 False
0.037102006748375715 4.078139963216085 False
2.57849451694462 4.50756332532072 True
0.26047481599911715 1.4502731804409246 False
4.773635413877965 2.6934144106977946 False
1.823807262332604 0.6131731655068978 True
1.8452432180906408 4.555217278225992 True
1.9763840361077134 2.842447716904746 True
0.3346508197365078 2.739465832369583 False
3.6165546499877825 1.5428872147491324 True
4.098186566811185 4.249899570056545 False
2.37853137929013 3.091496702376077 False
1.3113213671900037 2.471813256013644 True
3.1954616698701304 0.17516404009605413 True
0.01667817002273697 3.852746179103753 False
1.0375918419134555 0.31257871184354913 True
1.9728800447440165 4.123820812247811 True
0.7012800130665536 3.268747678512269 False
2.328470075487844 3.8476335351742423 False
0.4894656457491531 0.9404550096758024 False
3.2412907802283186 2.5558643336949856 True
3.737952612550645 4.174022948403896 True
2.419417262028572 2.8455294473395822 False
4.066144559182277 2.0490274407237 False
